"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","COMMON","Degree","degree.layout","Eccentricity","gal1RGexp","gal1RGsig","gal4RGexp","gal4RGsig","gal80Rexp","gal80Rsig","isExcludedFromPaths","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"80903","13.11693548","0.0","0.07623732","0.0","SNF3","1","1","26","0.139","0.018043","0.333","0.033961","0.449","0.011348","false","false","YDL194W","2.0","1","0","0","0.55122461","false","0","YDL194W","0","0.0"
"80904","12.12096774","0.00806452","0.08250166","0.0","MTH1","2","2","25","0.243","2.186E-5","0.192","0.028044","0.448","5.727E-4","false","false","YDR277C","4.0","2","0","0","0.58811231","false","0","YDR277C","2722","0.5"
"80905","1.5","0.0","0.66666667","0.0","YBR043C","1","1","2","0.454","5.373E-8","0.023","0.94178","0.0","0.999999","false","false","YBR043C","2.0","1","0","0","0.75","false","0","YBR043C","0","0.0"
"80906","9.7983871","0.0","0.10205761","0.0","ASN1","1","1","18","-0.195","3.174E-5","-0.614","1.1525E-7","-0.232","0.0011873","false","false","YPR145W","3.0","1","0","0","0.67413381","false","0","YPR145W","0","0.0"
"80907","8.81854839","0.04427321","0.11339735","0.0","GIP2","2","2","19","0.057","0.16958","0.206","6.2032E-4","0.247","0.0043603","false","false","YER054C","4.5","2","0","0","0.71042413","false","0","YER054C","11544","0.58333333"
"80908","9.64516129","0.08528144","0.10367893","0.0","GIP1","3","3","20","0.786","5.5911E-6","1.022","1.2945E-5","0.94","0.016389","false","false","YBR045C","2.33333333","3","0","0","0.67980884","false","0","YBR045C","21474","0.44444444"
"80909","2.0","0.0","0.5","0.0","NUP170","1","1","3","-0.186","2.5668E-4","-0.032","0.45723","-0.42","2.9469E-9","false","false","YBL079W","2.0","1","0","0","0.66666667","false","0","YBL079W","0","0.0"
"80910","9.11693548","0.0","0.10968598","0.0","YLR345W","1","1","19","0.108","0.012373","0.234","7.892E-5","0.116","0.073789","false","false","YLR345W","2.0","1","0","0","0.69937276","false","0","YLR345W","0","0.0"
"80911","9.14919355","0.0","0.10929925","0.0","RPL34B","1","1","19","-0.258","3.7855E-5","-0.451","3.4652E-7","-0.025","0.66627","false","false","YIL052C","8.0","1","0","0","0.69817802","false","0","YIL052C","0","0.0"
"80912","9.14919355","0.0","0.10929925","0.0","","1","1","19",,,,,,,"false","false","YER056CA","8.0","1","0","0","0.69817802","false","0","YER056CA","0","0.0"
"80913","9.14919355","0.0","0.10929925","0.0","RPL16B","1","1","19","-0.346","2.6481E-7","-0.284","5.1994E-5","-0.124","0.026888","false","false","YNL069C","8.0","1","0","0","0.69817802","false","0","YNL069C","0","0.0"
"80914","9.14919355","0.0","0.10929925","0.0","RPL31A","1","1","19","-0.218","0.0041386","-0.451","1.5697E-6","0.056","0.38208","false","false","YDL075W","8.0","1","0","0","0.69817802","false","0","YDL075W","0","0.0"
"80915","2.0","0.0","0.5","0.0","CMK1","1","1","3","0.229","1.1443E-5","0.304","8.1743E-6","0.047","0.64057","false","false","YFR014C","3.0","1","0","0","0.66666667","false","0","YFR014C","0","0.0"
"80916","11.06854839","0.0","0.09034608","0.0","YGR136W","1","1","21","-0.167","2.4958E-4","-0.163","0.0042386","-0.204","0.0020376","false","false","YGR136W","2.0","1","0","0","0.6270908","false","0","YGR136W","0","0.0"
"80917","7.8266129","0.0","0.12776919","0.0","YDL023C","1","1","17","-0.712","4.5602E-11","0.497","1.8858E-5","-0.406","1.7119E-8","false","false","YDL023C","2.0","1","0","0","0.74716249","false","0","YDL023C","0","0.0"
"80918","1.5","0.0","0.66666667","0.0","NPL4","1","1","2","0.128","0.0078298","-0.134","0.13454","0.429","0.0016184","false","false","YBR170C","2.0","1","0","0","0.75","false","0","YBR170C","0","0.0"
"80919","1.0","1.0","1.0","0.0","SMD1","2","2","1","-0.074","0.11939","-0.133","0.08221","0.029","0.80755","false","false","YGR074W","1.0","2","0","0","1.0","false","0","YGR074W","2","0.0"
"80920","1.5","0.0","0.66666667","0.0","ARO8","1","1","2","-0.305","4.2677E-7","-0.286","4.2373E-5","-0.536","3.8938E-13","false","false","YGL202W","2.0","1","0","0","0.75","false","0","YGL202W","0","0.0"
"80921","1.0","0.0","1.0","1.0","SIK1","2","2","1","0.02","0.70174","-0.521","1.0814E-5","0.49","3.3814E-8","false","false","YLR197W","2.0","2","0","0","1.0","false","0","YLR197W","0","1.0"
"80922","1.33333333","0.66666667","0.75","0.0","ASM4","2","2","2","0.069","0.091906","-0.074","0.32752","0.124","0.081403","false","false","YDL088C","1.5","2","0","0","0.88888889","false","0","YDL088C","4","0.5"
"80923","1.5","0.0","0.66666667","0.0","YOR215C","1","1","2","0.151","7.0779E-4","0.137","0.010881","0.335","1.273E-4","false","false","YOR215C","2.0","1","0","0","0.75","false","0","YOR215C","0","0.0"
"80924","9.7983871","0.0","0.10205761","0.0","RPA135","1","1","18","-0.129","0.0032078","-0.394","5.8663E-5","-0.359","0.0061199","false","false","YPR010C","3.0","1","0","0","0.67413381","false","0","YPR010C","0","0.0"
"80925","8.80241935","0.01609638","0.11360513","0.0","SPC24","3","3","17","0.093","0.41398","0.371","5.0622E-5","-0.296","0.35411","false","false","YMR117C","2.0","3","0","0","0.71102151","false","0","YMR117C","1234","0.33333333"
"80926","12.3266129","0.0","0.08112529","0.0","YML114C","1","1","24","0.226","4.5247E-4","-0.145","0.12134","0.385","0.0058304","false","false","YML114C","2.0","1","0","0","0.58049582","false","0","YML114C","0","0.0"
"80927","7.78225806","0.0","0.12849741","0.0","NCE103","1","1","18","0.998","4.2628E-11","0.506","1.601E-8","0.686","3.3349E-7","false","false","YNL036W","5.0","1","0","0","0.74880526","false","0","YNL036W","0","0.0"
"80928","6.71774194","0.13650914","0.14885954","0.0","STE4","2","2","14","-0.189","4.187E-5","-0.256","0.0010135","-0.158","0.023184","false","false","YOR212W","6.5","2","0","0","0.78823178","false","0","YOR212W","14000","0.5"
"80929","10.4516129","0.0","0.09567901","0.0","YDR070C","1","1","20","-0.915","4.6513E-11","0.671","1.488E-4","-0.089","0.1936","false","false","YDR070C","5.0","1","0","0","0.64994026","false","0","YDR070C","0","0.0"
"80930","8.46774194","0.0","0.11809524","0.0","YNL164C","1","1","19","0.272","7.3947E-4","-0.949","3.8499E-5","1.345","5.7872E-6","false","false","YNL164C","3.0","1","0","0","0.72341697","false","0","YNL164C","0","0.0"
"80931","9.75806452","0.0","0.10247934","0.0","YGR046W","1","1","18","0.158","0.0020954","0.177","5.1497E-4","0.124","0.10073","false","false","YGR046W","2.0","1","0","0","0.67562724","false","0","YGR046W","0","0.0"
"80932","9.56854839","0.0","0.10450906","0.0","ACS2","1","1","21","-0.042","0.24703","-0.014","0.78003","-0.172","0.011567","false","false","YLR153C","5.0","1","0","0","0.68264636","false","0","YLR153C","0","0.0"
"80933","10.51612903","0.0","0.09509202","0.0","MAM33","1","1","19","0.033","0.68369","0.146","0.0033116","-0.339","9.0003E-6","false","false","YIL070C","2.0","1","0","0","0.64755078","false","0","YIL070C","0","0.0"
"80934","6.83870968","0.0","0.14622642","0.0","PIS1","1","1","16","-0.495","1.0456E-9","0.025","0.54593","-0.89","5.6202E-18","false","false","YPR113W","18.0","1","0","0","0.78375149","false","0","YPR113W","0","0.0"
"80935","2.0","0.0","0.5","0.0","SER3","1","1","3","-0.568","2.5284E-10","-0.423","3.0368E-5","0.109","0.094304","false","false","YER081W","2.0","1","0","0","0.66666667","false","0","YER081W","0","0.0"
"80936","9.52822581","0.0","0.10495133","0.0","CTT1","1","1","18","-0.91","1.6823E-10","0.596","1.9828E-4","-0.394","3.0726E-6","false","false","YGR088W","4.0","1","0","0","0.68413978","false","0","YGR088W","0","0.0"
"80937","8.15322581","0.05570067","0.12265084","0.0","SXM1","8","8","18","-0.119","0.021972","0.086","0.5176","-0.214","0.40913","false","false","YDR395W","1.5","8","0","0","0.73506571","false","0","YDR395W","16272","0.25"
"80938","9.14112903","0.00401593","0.10939568","0.0","RPL11B","2","2","19","-0.188","2.639E-4","-0.425","7.4028E-7","-0.084","0.1613","false","false","YGR085C","5.0","2","0","0","0.6984767","false","0","YGR085C","2038","0.57142857"
"80939","7.85887097","0.0","0.12724474","0.0","YER124C","1","1","16","0.179","1.8529E-4","0.126","0.014038","-0.022","0.76846","false","false","YER124C","9.0","1","0","0","0.74596774","false","0","YER124C","0","0.0"
"80940","10.96370968","0.0","0.09121","0.0","MPT1","1","1","23","0.218","5.0658E-5","-0.419","1.2336E-4","0.571","9.5685E-5","false","false","YMR005W","3.0","1","0","0","0.63097372","false","0","YMR005W","0","0.0"
"80941","9.96774194","0.12179569","0.10032362","0.0","PRP9","3","3","22","0.244","2.7658E-4","-0.119","0.25629","0.339","0.011822","false","false","YDL030W","2.33333333","3","0","0","0.66786141","false","0","YDL030W","55180","0.33333333"
"80942","1.5","0.66666667","0.66666667","0.0","YER079W","2","2","2","-0.174","4.1949E-4","-0.267","4.6903E-5","-0.046","0.40867","false","false","YER079W","2.0","2","0","0","0.875","false","0","YER079W","8","0.5"
"80943","9.36290323","0.04770145","0.10680448","0.0","GDH2","3","3","21","0.485","9.0717E-9","0.242","0.21914","0.0","0.999999","false","false","YDL215C","2.66666667","3","0","0","0.69026284","false","0","YDL215C","15318","0.33333333"
"80944","10.56048387","0.07770667","0.09469263","0.0","PIG2","2","2","21","-0.078","0.056656","0.478","8.8839E-7","-0.134","0.072301","false","false","YIL045W","3.0","2","0","0","0.645908","false","0","YIL045W","19520","0.5"
"80945","10.31854839","0.0","0.09691286","1.0","TIF5","2","2","19","-0.059","0.11203","-0.243","0.0061997","-0.177","0.011738","false","false","YPR041W","3.0","2","0","0","0.65486858","false","0","YPR041W","0","0.75"
"80946","7.63306452","0.0","0.13100898","0.0","GCY1","1","1","16","0.194","9.0303E-5","-0.349","1.8298E-5","0.576","6.3927E-9","false","false","YOR120W","10.0","1","0","0","0.75433094","false","0","YOR120W","0","0.0"
"80947","1.33333333","0.66666667","0.75","0.0","SER33","2","2","2","-0.444","4.9389E-9","-0.565","2.6626E-5","0.393","0.022682","false","false","YIL074C","1.5","2","0","0","0.88888889","false","0","YIL074C","4","0.5"
"80948","7.8266129","0.0","0.12776919","0.0","BFR2","1","1","17","0.518","1.6082E-7","-0.287","0.20033","0.883","1.0236E-4","false","false","YDR299W","2.0","1","0","0","0.74716249","false","0","YDR299W","0","0.0"
"80949","7.85080645","0.00806452","0.12737545","0.0","GPA1","2","2","16","-0.02","0.64417","-0.413","5.0285E-5","0.33","0.0031233","false","false","YHR005C","5.0","2","0","0","0.74626643","false","0","YHR005C","618","0.5"
"80950","8.84677419","0.0","0.11303555","0.0","SST2","1","1","17","-0.507","2.4276E-7","-0.393","6.6966E-6","-0.269","0.014595","false","false","YLR452C","2.0","1","0","0","0.70937873","false","0","YLR452C","0","0.0"
"80951","13.40322581","0.03186627","0.0746089","0.0","GFD1","2","2","24","0.211","2.2142E-4","-0.159","0.11742","0.397","0.0029074","false","false","YMR255W","2.5","2","0","0","0.54062127","false","0","YMR255W","7856","0.5"
"80952","12.43951613","0.03966958","0.08038898","0.0","CHK1","2","2","23","-0.045","0.35655","0.135","0.0049782","-0.052","0.55148","false","false","YBR274W","2.5","2","0","0","0.57631422","false","0","YBR274W","9810","0.5"
"80953","6.8266129","3.265E-5","0.14648553","0.5","STE12","4","4","16","-0.109","0.014623","-0.541","6.6062E-6","0.057","0.65365","false","false","YHR084W","6.75","4","0","0","0.78419952","false","0","YHR084W","6","0.375"
"80954","8.95564516","0.0932363","0.11166141","0.0","SEC17","2","2","18","-0.066","0.11213","-0.044","0.48722","0.106","0.23706","false","false","YBL050W","5.5","2","0","0","0.70534648","false","0","YBL050W","10384","0.5"
"80955","13.09274194","8.16E-6","0.0763782","0.0","LSM2","2","2","26","-0.032","0.48423","-0.158","0.019199","-0.064","0.59933","false","false","YBL026W","4.0","2","0","0","0.55212067","false","0","YBL026W","2","1.0"
"80956","6.83064516","0.00806452","0.14639906","0.0","CDC6","2","2","16","0.018","0.83635","-0.661","4.5029E-5","0.525","0.050004","false","false","YJL194W","9.5","2","0","0","0.78405018","false","0","YJL194W","1032","0.5"
"80957","11.48387097","0.07081755","0.08707865","0.0","GSY2","3","3","22","-0.405","4.4171E-9","0.4","1.8329E-6","-0.487","5.8675E-12","false","false","YLR258W","2.0","3","0","0","0.61170848","false","0","YLR258W","17622","0.33333333"
"80958","12.46370968","0.01606373","0.08023293","0.0","PCL10","2","2","23","0.138","0.0020577","-0.548","3.6977E-7","0.839","3.7595E-7","false","false","YGL134W","2.5","2","0","0","0.57541816","false","0","YGL134W","3936","0.5"
"80959","10.65725806","0.00799922","0.09383277","0.0","CUP1B","2","2","21","-0.867","2.8813E-6","-0.416","0.026753","0.802","1.9696E-12","false","false","YHR055C","4.0","2","0","0","0.64232378","false","0","YHR055C","2004","0.6"
"80960","10.65725806","0.00799922","0.09383277","0.0","CUP1A","2","2","21","-0.656","1.6731E-4","-0.75","8.4638E-4","0.795","1.5187E-10","false","false","YHR053C","4.0","2","0","0","0.64232378","false","0","YHR053C","2004","0.6"
"80961","1.5","0.0","0.66666667","0.0","CTR1","1","1","2","0.76","8.4218E-11","0.469","2.4189E-8","-0.462","8.3821E-6","false","false","YPR124W","2.0","1","0","0","0.75","false","0","YPR124W","0","0.0"
"80962","11.80645161","0.00806452","0.08469945","0.0","FPR1","2","2","22","-0.071","0.047943","0.08","0.068027","-0.169","0.0016167","false","false","YNL135C","2.0","2","0","0","0.59976105","false","0","YNL135C","978","0.5"
"80963","12.80241935","0.0","0.07811024","0.0","HOM3","1","1","23","-0.47","4.7628E-9","-1.321","1.9577E-9","0.579","1.3742E-5","false","false","YER052C","2.0","1","0","0","0.56287336","false","0","YER052C","0","0.0"
"80964","12.16935484","0.0","0.08217362","0.0","ECI1","1","1","23","0.195","0.0052304","-0.148","0.21531","0.716","3.9241E-4","false","false","YLR284C","4.0","1","0","0","0.58632019","false","0","YLR284C","0","0.0"
"80965","12.16935484","0.0","0.08217362","0.0","YHR198C","1","1","23","-0.053","0.20226","0.401","1.9253E-7","-0.379","5.4324E-8","false","false","YHR198C","4.0","1","0","0","0.58632019","false","0","YHR198C","0","0.0"
"80966","7.55241935","0.13656267","0.1324079","0.0","HSP82","3","3","16","0.222","1.8582E-5","-0.201","0.0024157","-0.661","6.7688E-11","false","false","YPL240C","5.66666667","3","0","0","0.7573178","false","0","YPL240C","14116","0.35897436"
"80967","9.14112903","0.00401593","0.10939568","0.0","RPL11A","2","2","19","-0.177","3.7183E-4","-0.38","1.7424E-6","-0.058","0.26052","false","false","YPR102C","5.0","2","0","0","0.6984767","false","0","YPR102C","2038","0.57142857"
"80968","10.12903226","1.632E-5","0.09872611","0.0","RPL10","2","2","20","-0.169","1.7255E-4","-0.2","4.2857E-4","-0.002","0.9794","false","false","YLR075W","2.0","2","0","0","0.66188769","false","0","YLR075W","2","1.0"
"80969","9.00403226","0.0","0.11106135","0.0","YKL161C","1","1","16","-0.198","7.5801E-4","-0.319","0.022048","0.202","0.18731","false","false","YKL161C","2.0","1","0","0","0.70355436","false","0","YKL161C","0","0.0"
"80970","9.78225806","0.00401593","0.10222589","0.0","RFA1","2","2","18","0.2","0.0081844","-0.007","0.91522","-0.302","0.0060792","false","false","YAR007C","2.5","2","0","0","0.67473118","false","0","YAR007C","1030","0.75"
"80971","2.33333333","0.0","0.42857143","0.0","POT1","1","1","3","1.044","1.071E-6","0.674","3.103E-8","0.92","6.0801E-7","false","false","YIL160C","3.0","1","0","0","0.55555556","false","0","YIL160C","0","0.0"
"80972","2.0","0.0","0.5","0.0","MDH3","1","1","3","0.217","4.0255E-5","0.102","0.038943","-0.08","0.16505","false","false","YDL078C","5.0","1","0","0","0.66666667","false","0","YDL078C","0","0.0"
"80973","1.5","0.33333333","0.66666667","0.33333333","PEX7","3","3","2","-0.101","0.016464","0.112","0.16704","-0.069","0.401","false","false","YDR142C","3.33333333","3","0","0","0.83333333","false","0","YDR142C","14","0.6"
"80974","1.16666667","0.5","0.85714286","0.3","PEX5","5","5","2","0.369","2.7503E-6","-0.021","0.73489","0.483","4.3149E-4","false","false","YDR244W","2.4","5","0","0","0.94444444","false","0","YDR244W","20","0.44"
"80975","10.34274194","0.01606373","0.09668616","0.0","YLR432W","2","2","22","-0.197","6.6826E-5","-0.054","0.36112","-0.301","4.8207E-5","false","false","YLR432W","2.5","2","0","0","0.65397252","false","0","YLR432W","5116","0.5"
"80976","11.33064516","0.00806452","0.08825623","0.0","TAF25","2","2","23","0.246","2.1837E-4","-0.219","0.0039024","0.355","0.01484","false","false","YDR167W","1.5","2","0","0","0.61738351","false","0","YDR167W","2560","0.5"
"80977","8.91129032","0.0","0.11221719","0.0","CBF5","1","1","19","0.038","0.47804","-0.597","5.549E-5","0.498","1.4113E-7","false","false","YLR175W","2.0","1","0","0","0.70698925","false","0","YLR175W","0","0.0"
"80978","7.67741935","0.0","0.1302521","0.0","MLS1","1","1","16","0.973","1.92E-11","0.452","9.0335E-5","0.941","1.2597E-5","false","false","YNL117W","4.0","1","0","0","0.75268817","false","0","YNL117W","0","0.0"
"80979","10.22580645","0.0","0.0977918","0.0","VPS21","1","1","19","0.193","1.1748E-4","-0.042","0.32501","0.378","8.2229E-6","false","false","YOR089C","2.0","1","0","0","0.65830346","false","0","YOR089C","0","0.0"
"80980","8.91129032","0.0","0.11221719","0.0","MET16","1","1","19","-0.066","0.17278","-1.034","1.3067E-6","0.708","5.3086E-4","false","false","YPR167C","2.0","1","0","0","0.70698925","false","0","YPR167C","0","0.0"
"80981","1.83333333","0.0","0.54545455","1.0","PEX17","2","2","3","0.122","0.166","0.041","0.64313","0.199","0.11918","false","false","YNL214W","4.5","2","0","0","0.72222222","false","0","YNL214W","0","0.9"
"80982","7.64919355","0.05196364","0.13073274","0.0","CKS1","2","2","17","0.108","0.0084321","-0.018","0.6558","0.057","0.34065","false","false","YBR135W","2.5","2","0","0","0.75373357","false","0","YBR135W","6576","0.5"
"80983","2.0","0.0","0.5","0.0","YAP1","1","1","3","0.359","9.2417E-8","-0.039","0.42858","0.331","0.0024709","false","false","YML007W","2.0","1","0","0","0.66666667","false","0","YML007W","0","0.0"
"80984","1.33333333","0.66666667","0.75","0.0","KAP123","2","2","2","0.05","0.26052","-0.233","2.9645E-4","0.43","3.6344E-7","false","false","YER110C","1.5","2","0","0","0.88888889","false","0","YER110C","4","0.5"
"80985","1.33333333","0.16666667","0.75","0.5","PEX14","4","4","2","0.242","1.2953E-4","-0.132","0.077941","0.627","0.0023167","false","false","YGL153W","3.0","4","0","0","0.88888889","false","0","YGL153W","10","0.5"
"80986","1.83333333","0.0","0.54545455","1.0","PEX13","2","2","3","0.178","7.6925E-4","-0.056","0.58305","0.222","0.097987","false","false","YLR191W","4.5","2","0","0","0.72222222","false","0","YLR191W","0","0.9"
"80987","13.09274194","8.16E-6","0.0763782","0.0","DCP1","2","2","26","0.228","9.0847E-5","-0.248","0.0015911","0.254","0.059331","false","false","YOL149W","4.0","2","0","0","0.55212067","false","0","YOL149W","2","1.0"
"80988","9.56854839","0.0","0.10450906","0.0","YMR044W","1","1","21","0.255","4.4526E-5","-0.093","0.15055","0.357","8.8242E-4","false","false","YMR044W","5.0","1","0","0","0.68264636","false","0","YMR044W","0","0.0"
"80989","10.4516129","0.0","0.09567901","0.0","PRE10","1","1","20","0.036","0.31634","-0.043","0.2984","0.225","0.0013356","false","false","YOR362C","5.0","1","0","0","0.64994026","false","0","YOR362C","0","0.0"
"80990","8.55645161","0.04463374","0.11687088","0.0","RPS8B","2","2","18","-0.249","3.2712E-5","-0.364","3.6609E-6","-0.135","0.017595","false","false","YER102W","3.5","2","0","0","0.72013142","false","0","YER102W","5590","0.5"
"80991","10.4516129","0.0","0.09567901","0.0","GPD2","1","1","20","-0.499","3.3837E-8","-0.29","2.3802E-5","-0.591","1.5256E-9","false","false","YOL059W","5.0","1","0","0","0.64994026","false","0","YOL059W","0","0.0"
"80992","9.11693548","0.0","0.10968598","0.0","YBR190W","1","1","19","-0.209","4.514E-5","-0.3","3.8823E-4","0.07","0.66515","false","false","YBR190W","2.0","1","0","0","0.69937276","false","0","YBR190W","0","0.0"
"80993","10.65725806","0.01606373","0.09383277","0.0","SSA4","2","2","21","-0.405","1.2362E-4","0.176","0.013281","-0.826","8.3702E-13","false","false","YER103W","3.5","2","0","0","0.64232378","false","0","YER103W","2016","0.5"
"80994","1.0","0.0","1.0","0.0","RPC40","1","1","1","-0.12","0.0019607","-0.339","1.2743E-5","-0.026","0.70564","false","false","YPR110C","1.0","1","0","0","1.0","false","0","YPR110C","0","0.0"
"80995","1.0","0.0","1.0","0.0","RPC19","1","1","1","0.304","1.0276E-5","-0.979","4.8347E-7","0.789","0.0028937","false","false","YNL113W","1.0","1","0","0","1.0","false","0","YNL113W","0","0.0"
"80996","8.61693548","0.0","0.11605054","0.0","TRP4","1","1","19","-0.122","0.0090277","-0.202","0.0028196","-0.253","0.0012089","false","false","YDR354W","7.0","1","0","0","0.71789128","false","0","YDR354W","0","0.0"
"80997","1.0","0.0","1.0","0.0","TRP2","1","1","1","-0.067","0.079619","-0.38","1.9673E-5","0.231","0.0015768","false","false","YER090W","1.0","1","0","0","1.0","false","0","YER090W","0","0.0"
"80998","1.0","0.0","1.0","0.0","TRP3","1","1","1","-0.183","1.6589E-4","-0.6","4.2736E-7","0.358","1.5264E-4","false","false","YKL211C","1.0","1","0","0","1.0","false","0","YKL211C","0","0.0"
"80999","5.90322581","0.3090621","0.16939891","0.0","SWI5","2","2","14","-0.19","0.0018541","0.102","0.1065","-0.027","0.76249","false","false","YDR146C","14.5","2","0","0","0.81839904","false","0","YDR146C","66656","0.5"
"81000","6.59677419","0.0323843","0.15158924","0.0","SWI4","2","2","15","0.195","5.6134E-4","-0.105","0.33211","0.16","0.15558","false","false","YER111C","11.0","2","0","0","0.79271207","false","0","YER111C","3188","0.5"
"81001","1.5","0.0","0.66666667","0.0","CKB2","1","1","2","-0.006","0.87354","-0.058","0.20402","-0.006","0.92034","false","false","YOR039W","2.0","1","0","0","0.75","false","0","YOR039W","0","0.0"
"81002","7.28629032","0.0","0.13724405","0.0","RPS17A","1","1","17","-0.551","6.9725E-11","-0.454","1.5459E-6","-0.864","1.3115E-12","false","false","YML024W","17.0","1","0","0","0.76717443","false","0","YML024W","0","0.0"
"81003","8.00806452","0.00806452","0.12487412","0.0","YIL113W","2","2","15","-0.236","0.002113","0.211","0.002831","-0.137","0.23739","false","false","YIL113W","2.5","2","0","0","0.74044205","false","0","YIL113W","746","0.5"
"81004","9.00403226","0.0","0.11106135","0.0","KNS1","1","1","16","0.258","1.3809E-5","0.215","6.085E-5","0.295","9.3514E-5","false","false","YLL019C","2.0","1","0","0","0.70355436","false","0","YLL019C","0","0.0"
"81005","6.84274194","0.00214797","0.14614025","0.0","GAL3","2","2","15","-0.111","0.01257","-1.004","6.9834E-8","0.162","0.16498","false","false","YDR009W","7.0","2","0","0","0.78360215","false","0","YDR009W","816","0.6"
"81006","7.62096774","1.5998E-4","0.13121693","0.33333333","GAL80","4","4","16","-0.07","0.080275","-0.606","4.3863E-8","-1.167","8.1952E-17","false","false","YML051W","5.33333333","4","0","1","0.75477897","false","0","YML051W","26","0.5"
"81007","14.44758065","0.0","0.06921574","0.0","PCL5","1","1","25","-0.614","5.0065E-11","-0.67","4.2811E-6","-0.499","6.8054E-8","false","false","YHR071W","2.0","1","0","0","0.50194146","false","0","YHR071W","0","0.0"
"81008","13.4516129","0.00806452","0.07434053","0.0","PHO85","2","2","24","-0.106","0.012838","0.125","0.0056375","-0.139","0.019984","false","false","YPL031C","1.5","2","0","0","0.53882915","false","0","YPL031C","1970","0.5"
"81009","9.25403226","0.0","0.108061","0.0","PHO84","1","1","19","0.283","0.0015163","-0.114","0.019412","0.692","6.9606E-7","false","false","YML123C","2.0","1","0","0","0.6942951","false","0","YML123C","0","0.0"
"81010","1.0","0.0","1.0","0.0","FTR1","1","1","1","0.647","6.6247E-9","-0.78","6.332E-5","0.868","5.9656E-7","false","false","YER145C","1.0","1","0","0","1.0","false","0","YER145C","0","0.0"
